,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,category,projectrank_placing,trending,updated_github_id,dependent_project_count,github_dependent_project_count
166,Leniabreeder,maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,https://github.com/maxencefaldor/Leniabreeder,MIT,2024-05-31 08:55:32,2025-04-02 04:48:39,2025-04-02 04:48:39,14.0,,4.0,1.0,,,,26.0,,,,,,Repository for Toward Artificial Open-Ended Evolution within Lenia using Quality-Diversity (ALIFE 2024).,,6,False,others,3.0,,,,
167,EvoSOPS,DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,https://github.com/DaymudeLab/EvoSOPS,MIT,2022-10-22 02:45:49,2025-11-15 02:01:41,2024-06-05 11:36:16,52.0,,,3.0,9.0,2.0,5.0,8.0,,,,,,A genetic algorithm for discovering diverse and high performing distributed algorithms for collective behavior in..,,6,False,others,3.0,,,,
168,poprank,poprl/poprank,https://github.com/poprl/poprank,https://github.com/poprl/poprank,MIT,2023-03-24 17:22:12,2025-01-15 21:05:32,2025-01-15 21:05:32,202.0,,2.0,2.0,17.0,1.0,,7.0,,,,,1.0,PopRank is a library implementing the most common ranking and rating methods.,4.0,6,False,others,3.0,,,,
169,DenseFusion,baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,https://github.com/baaivision/DenseFusion,,2024-07-05 04:12:23,2024-12-06 02:37:46,2024-12-06 02:37:46,9.0,,1.0,4.0,,4.0,4.0,159.0,,,,,,DenseFusion-1M: Merging Vision Experts for Comprehensive Multimodal Perception.,3.0,5,False,others,3.0,,,,
170,HebbianMetaLearning,enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,https://github.com/enajx/HebbianMetaLearning,,2020-06-13 10:00:21,2021-07-28 17:53:31,2021-07-28 17:53:31,19.0,,26.0,1.0,,,7.0,145.0,,,,,,Meta-Learning through Hebbian Plasticity in Random Networks: https://arxiv.org/abs/2007.02686.,,5,False,others,3.0,,,,
171,Evocraft-py,real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,https://github.com/real-itu/Evocraft-py,,2020-12-04 12:33:37,2022-07-08 09:02:56,2022-07-08 09:02:56,17.0,,16.0,7.0,2.0,2.0,4.0,126.0,,,,,,A Python interface for Minecraft built on gRPC.,4.0,5,False,others,3.0,,,,
172,PHUDGE,deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,https://github.com/deshwalmahesh/PHUDGE,,2024-05-11 08:23:56,2024-07-10 19:26:39,2024-07-10 19:26:39,30.0,,7.0,1.0,,1.0,,52.0,,,,,,"Official repo for the paper PHUDGE: Phi-3 as Scalable Judge. Evaluate your LLMs with or without custom rubric,..",,5,False,others,3.0,,,,
173,curiousreplay,AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,https://github.com/AutonomousAgentsLab/curiousreplay,MIT,2023-05-04 23:08:34,2023-07-05 15:06:05,2023-07-05 15:06:05,7.0,,2.0,5.0,,,1.0,43.0,,,,,,Implementations of Curious Replay for model-based adaptation.,,5,False,others,3.0,,,,
174,esac,karush17/esac,https://github.com/karush17/esac,https://github.com/karush17/esac,MIT,2020-03-19 04:50:48,2024-07-25 10:59:00,2023-10-20 17:07:14,1.0,,5.0,10.0,2.0,1.0,6.0,42.0,2020-06-29 03:04:28,1,9.0,0.0,1.0,Evolution-based Soft Actor-Critic (ESAC).,,5,False,others,3.0,,,,
175,choreographer,mazpie/choreographer,https://github.com/mazpie/choreographer,https://github.com/mazpie/choreographer,MIT,2023-02-22 00:15:22,2024-06-18 13:42:28,2024-06-18 13:42:28,2.0,,5.0,1.0,,1.0,,42.0,,,,,,[ICLR 2023] Choreographer: a world-model-based agent that discovers and learns unsupervised skills in latent..,,5,False,others,3.0,,,,
176,mastering-urlb,mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,https://github.com/mazpie/mastering-urlb,MIT,2023-07-11 08:58:00,2024-02-27 22:29:49,2024-02-27 22:29:49,6.0,,5.0,1.0,1.0,,3.0,41.0,,,,,,"[ICML 2023] Pre-train world model-based agents with different unsupervised strategies, fine-tune the agents components..",2.0,5,False,others,3.0,,,,
177,emergent_communication_at_scale,google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,https://github.com/google-deepmind/emergent_communication_at_scale,Apache-2.0,2022-03-14 10:48:31,2024-07-30 21:41:17,2022-03-28 08:06:25,3.0,,8.0,3.0,1.0,3.0,1.0,39.0,,,,,,,,5,False,others,3.0,,,,
178,Primordia,Chakazul/Primordia,https://github.com/Chakazul/Primordia,https://github.com/Chakazul/Primordia,,2018-11-29 02:24:50,2018-12-27 10:00:32,2018-12-27 10:00:31,5.0,,6.0,,,,,39.0,,,,,,Conways Game of Life with multiple states. A precursor of Lenia.,,5,False,others,3.0,,,,
179,groove,EmptyJackson/groove,https://github.com/EmptyJackson/groove,https://github.com/EmptyJackson/groove,Apache-2.0,2023-10-04 12:03:10,2024-06-28 10:30:00,2024-06-28 10:29:58,20.0,,5.0,3.0,1.0,,1.0,35.0,,,,,,Official implementation of the NeurIPS 2023 paper Discovering General Reinforcement Learning Algorithms with..,2.0,5,False,others,3.0,,,,
180,CMA-ES_with_Margin,EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,https://github.com/EvoConJP/CMA-ES_with_Margin,MIT,2022-04-21 05:05:13,2024-03-20 05:43:12,2023-06-09 18:17:56,17.0,,1.0,3.0,1.0,,,33.0,,,,,,(GECCO 2022) CMA-ES with Margin: Lower-Bounding Marginal Probability for Mixed-Integer Black-Box Optimization.,2.0,5,False,others,3.0,,,,
181,james,hdbeukel/james,https://github.com/hdbeukel/james,https://github.com/hdbeukel/james,,2014-01-20 14:34:15,2022-07-07 19:32:12,2016-08-16 09:29:57,865.0,,5.0,10.0,1.0,1.0,1.0,30.0,2016-08-16 08:11:29,1.2,129.0,0.0,5.0,A JAva MEtaheuristics Search framework.,2.0,5,False,others,3.0,,,,
182,MacGyver,allenai/MacGyver,https://github.com/allenai/MacGyver,https://github.com/allenai/MacGyver,Apache-2.0,2024-03-13 23:24:10,2024-03-26 21:16:22,2024-03-26 21:16:19,14.0,,7.0,2.0,,2.0,,30.0,,,,,,Code and Data for the NAACL 24 paper: MacGyver: Are Large Language Models Creative Problem Solvers?.,2.0,5,False,others,3.0,,,,
183,QDAC,adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,https://github.com/adaptive-intelligent-robotics/QDAC,MIT,2024-05-21 04:50:10,2024-06-16 13:10:39,2024-06-16 13:10:32,3.0,,2.0,2.0,,,,21.0,,,,,,Repository for Quality-Diversity Actor-Critic: Learning High-Performing and Diverse Behaviors via Value and Successor..,,5,False,others,3.0,,,,
184,dpop7,Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,https://github.com/Evolutionary-Intelligence/dpop7,GPL-3.0,2023-08-03 00:21:03,2024-02-23 12:50:28,2024-02-23 12:50:28,206.0,,,1.0,,,,18.0,,,,,,A ray-based library of Distributed POPulation-based OPtimization for Large-Scale Black-Box Optimization.,,5,False,others,3.0,,,,
185,PCGNN,Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,https://github.com/Michael-Beukman/PCGNN,MIT,2021-10-17 06:44:28,2022-10-04 11:25:15,2022-10-04 11:25:15,43.0,,1.0,1.0,,,,16.0,,,,,,Combining NEAT and novelty search to quickly generate diverse video game levels (GECCO 2022)...,,5,False,others,3.0,,,,
186,Biological-Evolution,Evolutionary-Intelligence/Biological-Evolution,https://github.com/Evolutionary-Intelligence/Biological-Evolution,https://github.com/Evolutionary-Intelligence/Biological-Evolution,CC0-1.0,2024-02-20 09:18:10,2024-10-24 11:08:24,2024-10-24 11:08:24,165.0,,1.0,2.0,,,,4.0,,,,,,Just for Fun on Evolution...,,5,False,others,3.0,,,,
187,ENVISIONS,xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,https://github.com/xufangzhi/ENVISIONS,,2024-04-28 06:05:22,2025-06-01 15:55:05,2025-06-01 15:54:52,61.0,,4.0,1.0,1.0,,5.0,117.0,,,,,,[ACL 2025] A Neural-Symbolic Self-Training Framework.,2.0,4,False,others,3.0,,,,
188,generative-ui-playbook,gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,https://github.com/gordonbrander/generative-ui-playbook,CC-BY-4.0,2024-04-24 14:09:23,2024-05-21 14:54:44,2024-05-21 14:54:43,32.0,,2.0,5.0,1.0,,,76.0,,,,,,,2.0,4,False,others,3.0,,,,
189,awesome-genetic-programming,hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,https://github.com/hengzhe-zhang/awesome-genetic-programming,,2022-05-24 11:03:08,2024-12-12 01:06:17,2024-12-12 01:06:14,13.0,,6.0,2.0,,,4.0,62.0,,,,,,A curated list of resources for genetic programming.,,4,False,others,3.0,,,,
190,HarmonyDream,thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,https://github.com/thuml/HarmonyDream,MIT,2024-06-04 02:45:20,2024-06-27 05:30:00,2024-06-27 05:30:00,5.0,,1.0,5.0,,,1.0,51.0,,,,,,"Code release for HarmonyDream: Task Harmonization Inside World Models (ICML 2024), https://arxiv.org/abs/2310.00344.",2.0,4,False,others,3.0,,,,
191,MAZero,liuqh16/MAZero,https://github.com/liuqh16/MAZero,https://github.com/liuqh16/MAZero,GPL-3.0,2024-03-15 04:39:04,2024-05-08 21:14:53,2024-05-08 21:14:21,2.0,,2.0,3.0,,3.0,,42.0,,,,,,"Open-source codebase for MAZero, from Efficient Multi-agent Reinforcement Learning by Planning at ICLR 2024.",,4,False,others,3.0,,,,
192,ControllingBehavioralDiversity,proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,https://github.com/proroklab/ControllingBehavioralDiversity,,2023-06-22 09:26:17,2024-12-21 17:32:53,2024-12-21 17:32:53,6.0,,5.0,3.0,1.0,1.0,2.0,29.0,,,,,,"This repository contains the code for Diversity Control (DiCo), a novel method to constrain behavioral diversity in..",,4,False,others,3.0,,,,
193,synthpop,joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,https://github.com/joelnmdyer/synthpop,MIT,2023-08-08 10:37:50,2025-01-16 13:09:24,2024-02-07 10:33:36,37.0,,1.0,1.0,1.0,1.0,1.0,8.0,2024-02-07 10:16:13,1.0.0,,,1.0,Populating agent-based models with agents who give rise to dynamics and scenarios of interest.,2.0,4,False,others,3.0,,,,
194,ES,enajx/ES,https://github.com/enajx/ES,https://github.com/enajx/ES,,2020-09-18 15:07:32,2021-01-10 16:04:41,2021-01-10 16:04:36,21.0,,3.0,1.0,,,,7.0,,,,,,Evolution Strategy (ES) implementation of https://arxiv.org/abs/1703.03864.,,4,False,others,3.0,,,,
195,Genetic_Algorithm,AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,https://github.com/AxelThevenot/Genetic_Algorithm,MIT,2019-03-06 18:01:09,2019-03-20 15:26:34,2019-03-20 15:26:33,32.0,,1.0,1.0,,,,5.0,,,,,,,,4,False,others,3.0,,,,
196,ai-car-preference-learning,llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,https://github.com/llama887/ai-car-preference-learning,,2024-05-20 19:02:16,2025-09-23 01:18:27,2025-09-23 01:17:57,458.0,,,1.0,5.0,,,5.0,,,,,,"A simple self-driving AI car game, which uses NEAT augmented for preference learning research.",4.0,4,False,others,3.0,,,,
197,alife_social,ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,https://github.com/ALife-Newsletter/alife_social,,2024-06-10 00:59:38,2024-10-11 06:21:37,2024-10-11 06:21:36,68.0,,4.0,2.0,5.0,1.0,,4.0,,,,,,Places where to find fellow alifers.,9.0,4,False,others,3.0,,,,
198,bgpbt,xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,https://github.com/xingchenwan/bgpbt,,2022-06-22 00:24:34,2022-09-16 10:31:57,2022-09-16 10:30:58,13.0,,5.0,1.0,,1.0,,29.0,,,,,,[AutoML22] Bayesian Generational Population-based Training (BG-PBT).,2.0,3,False,others,3.0,,,,
199,Evolved-Model-Agnostic-Loss,Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,https://github.com/Decadz/Evolved-Model-Agnostic-Loss,MIT,2022-07-19 03:31:48,2024-08-05 02:38:05,2024-08-05 02:38:05,18.0,,,1.0,,,1.0,16.0,,,,,,[TPAMI 2023] Learning Symbolic Model-Agnostic Loss Functions via Meta-Learning. Paper Link:..,,3,False,others,3.0,,,,
200,aevo,atomisticnet/aevo,https://github.com/atomisticnet/aevo,https://github.com/atomisticnet/aevo,MPL-2.0,2020-05-30 01:56:32,2020-05-30 23:27:17,2020-05-30 23:27:09,17.0,,2.0,2.0,1.0,,,8.0,,,,,,Atomistic Evolution.,2.0,3,False,others,3.0,,,,
201,cmoea,Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,https://github.com/Evolving-AI-Lab/cmoea,MIT,2018-07-10 01:58:03,2018-07-11 02:18:54,2018-07-11 02:18:54,7.0,,,2.0,,,,7.0,,,,,,The source code of the CMOEA module.,2.0,3,False,others,3.0,,,,
202,Bio-ANN,NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,https://github.com/NeurAI-Lab/Bio-ANN,MIT,2023-04-13 14:39:52,2023-10-11 14:06:17,2023-10-11 14:06:17,6.0,,,1.0,,,,6.0,,,,,,The official repository for TMLR paper A Study of Biologically Plausible Neural Network: The Role and Interactions of..,2.0,3,False,others,3.0,,,,
203,hebo_on_bbob,dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,https://github.com/dimitri-rusin/hebo_on_bbob,,2023-11-16 14:54:04,2023-11-20 15:39:40,2023-11-15 15:54:46,179.0,,,1.0,,,,6.0,,,,,,,19.0,3,False,others,3.0,,,,
204,Evaluate-n-Model-Social-Intelligence,bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,https://github.com/bigai-ai/Evaluate-n-Model-Social-Intelligence,MIT,2024-05-20 07:44:54,2024-05-20 08:02:35,2024-05-20 07:48:05,1.0,,2.0,7.0,,,,5.0,,,,,,,,3,False,others,3.0,,,,
205,HyperNCA,enajx/HyperNCA,https://github.com/enajx/HyperNCA,https://github.com/enajx/HyperNCA,,2022-02-24 17:51:39,2022-04-27 16:43:41,2022-04-27 16:43:41,10.0,,2.0,1.0,,,,41.0,,,,,,,,2,False,others,3.0,,,,
206,lux-open,hanmochen/lux-open,https://github.com/hanmochen/lux-open,https://github.com/hanmochen/lux-open,,2022-10-31 07:52:37,2023-01-09 13:22:13,2023-01-09 13:21:48,2.0,,6.0,1.0,,,,27.0,,,,,,Emergent collective intelligence from massive-agent cooperation and competition.,2.0,2,False,others,3.0,,,,
207,KAN-EA,hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,https://github.com/hhyqhh/KAN-EA,,2024-05-24 14:42:40,2024-05-28 02:51:06,2024-05-28 02:26:01,6.0,,7.0,1.0,,,,20.0,,,,,,,,2,False,others,3.0,,,,
208,spotlight_hardware_designs,facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,https://github.com/facebookresearch/spotlight_hardware_designs,CC-BY-4.0,2022-09-14 19:51:12,2023-03-23 22:04:39,2023-03-23 22:04:39,2.0,,1.0,9.0,2.0,,,16.0,,,,,,Partial set of hardware designs for a Meta-developed brain computer interface (BCI) research prototype system..,2.0,2,False,others,3.0,,,,
209,moe-routing,ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,https://github.com/ilyalasy/moe-routing,,2024-02-27 13:00:01,2024-03-22 12:13:25,2024-03-22 12:13:23,31.0,,,1.0,,,,10.0,,,,,,Analysis of token routing for different implementations of Mixture of Experts.,2.0,2,False,others,3.0,,,,
210,MetaMetaLearning,ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,https://github.com/ThomasMiconi/MetaMetaLearning,,2022-02-09 02:20:56,2022-09-01 22:52:19,2022-09-01 22:52:19,11.0,,2.0,1.0,,,,8.0,,,,,,Evolve plastic networks to be able to automatically acquire novel cognitive (meta-learning) tasks.,,2,False,others,3.0,,,,
211,BPT-VLM,ECNU-ICALK/BPT-VLM,https://github.com/ECNU-ICALK/BPT-VLM,https://github.com/ECNU-ICALK/BPT-VLM,,2023-04-26 11:08:01,2023-09-18 12:26:58,2023-09-18 12:26:58,2.0,,3.0,1.0,1.0,1.0,1.0,18.0,,,,,,[IJCAI 2023] Black-box Prompt Tuning for Vision-Language Model as a Service.,,1,False,others,3.0,,,,
212,es-lottery,RobertTLange/es-lottery,https://github.com/RobertTLange/es-lottery,https://github.com/RobertTLange/es-lottery,,2022-12-02 15:58:46,2023-06-02 08:11:43,2023-06-02 08:11:33,2.0,,2.0,1.0,,,,17.0,,,,,,"Lottery Tickets in Evolutionary Optimization (Lange & Sprekeler, ICML 2023).",,1,False,others,3.0,,,,
213,cultural-accumulation,FLAIROx/cultural-accumulation,https://github.com/FLAIROx/cultural-accumulation,https://github.com/FLAIROx/cultural-accumulation,,2024-05-29 19:01:28,2024-07-16 20:02:08,2024-06-11 15:33:53,11.0,,6.0,5.0,1.0,1.0,1.0,16.0,,,,,,,2.0,1,False,others,3.0,,,,
214,warehouse_env_gen_nca_public,lunjohnzhang/warehouse_env_gen_nca_public,https://github.com/lunjohnzhang/warehouse_env_gen_nca_public,https://github.com/lunjohnzhang/warehouse_env_gen_nca_public,,2023-10-25 07:32:04,2023-10-31 04:34:57,2023-10-31 04:34:56,13.0,,1.0,1.0,,,1.0,11.0,,,,,,"Official implementation of the paper Arbitrarily Scalable Environment Generators via Neural Cellular Automata,..",,1,False,others,3.0,,,,
215,LearningToLearnCogTasks,ThomasMiconi/LearningToLearnCogTasks,https://github.com/ThomasMiconi/LearningToLearnCogTasks,https://github.com/ThomasMiconi/LearningToLearnCogTasks,,2023-05-26 16:14:43,2023-06-03 22:11:33,2023-06-03 22:11:33,8.0,,1.0,1.0,,,,10.0,,,,,,"Code for the ICML 2023 paper Learning to acquire novel cognitive tasks with evolution, plasticity and meta-meta-..",2.0,1,False,others,3.0,,,,
216,procgen_autorl,jparkerholder/procgen_autorl,https://github.com/jparkerholder/procgen_autorl,https://github.com/jparkerholder/procgen_autorl,,2021-10-17 08:43:56,2021-12-13 10:55:00,2021-12-13 10:55:00,4.0,,1.0,1.0,,,,7.0,,,,,,,,1,False,others,3.0,,,,
217,promptsearch,lukas/promptsearch,https://github.com/lukas/promptsearch,https://github.com/lukas/promptsearch,,2024-05-18 09:36:57,2024-06-27 15:48:25,2024-06-27 15:48:25,16.0,,2.0,2.0,1.0,,,6.0,,,,,,some experiments with sweeping prompts.,2.0,1,False,others,3.0,,,,
218,NEAT_RL,rwickman/NEAT_RL,https://github.com/rwickman/NEAT_RL,https://github.com/rwickman/NEAT_RL,,2023-01-10 03:24:20,2023-04-19 13:52:06,2023-04-19 13:52:06,49.0,,,2.0,,,,4.0,,,,,,,2.0,1,False,others,3.0,,,,
219,Hierarchy,Evolutionary-Intelligence/Hierarchy,https://github.com/Evolutionary-Intelligence/Hierarchy,https://github.com/Evolutionary-Intelligence/Hierarchy,CC0-1.0,2024-02-29 11:08:38,2024-03-06 09:51:09,2024-03-06 09:51:09,18.0,,,1.0,,,,2.0,,,,,,,,1,False,others,3.0,,,,
220,diversity_metrics,CarperAI/diversity_metrics,https://github.com/CarperAI/diversity_metrics,https://github.com/CarperAI/diversity_metrics,,2023-07-05 19:58:05,2023-08-10 18:51:55,2023-08-10 18:51:53,11.0,,1.0,,,,,1.0,,,,,,,,1,False,others,3.0,,,,
221,Noise-Reuse-Evolution-Strategies,OscarcarLi/Noise-Reuse-Evolution-Strategies,https://github.com/OscarcarLi/Noise-Reuse-Evolution-Strategies,https://github.com/OscarcarLi/Noise-Reuse-Evolution-Strategies,,2023-04-15 15:13:10,2023-12-21 22:09:03,2023-12-21 22:09:03,4.0,,,2.0,,,1.0,5.0,,,,,,,,0,False,others,,,,,
222,alife2023,evoising/alife2023,https://github.com/evoising/alife2023,https://github.com/evoising/alife2023,,2023-05-07 19:39:51,2023-07-25 19:53:31,2023-07-25 19:53:18,15.0,,1.0,1.0,,,,4.0,,,,,,,2.0,0,False,others,,,,,
223,lion-pytorch,lucidrains/lion-pytorch,,{},,,,,,,,,,,,,,,,,,,,0,False,others,,-18.0,,,
