,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,github_release_downloads,monthly_downloads,release_count,description,contributor_count,projectrank,show,category,projectrank_placing,trending,updated_github_id,dependent_project_count,github_dependent_project_count
0,camel,camel-ai/camel,https://github.com/camel-ai/camel,https://github.com/camel-ai/camel,Apache-2.0,2023-03-17 21:41:54,2026-03-19 15:25:03,2026-03-19 08:22:49,2153.0,216.0,1824.0,118.0,2459.0,214.0,1223.0,16420.0,2026-02-12 08:45:33,0.2.89,540.0,60.0,100.0,CAMEL: The first and the best multi-agent framework. Finding the Scaling Law of Agents. https://www.camel-ai.org.,201.0,30,True,others,1.0,-3.0,,,
1,agentscope,modelscope/agentscope,https://github.com/agentscope-ai/agentscope,https://github.com/agentscope-ai/agentscope,Apache-2.0,2024-01-12 03:41:59,2026-03-18 06:38:45,2026-03-18 06:20:20,233.0,95.0,1625.0,102.0,780.0,98.0,449.0,18324.0,2026-03-13 08:27:32,1.0.17,48.0,1.0,32.0,"Build and run agents you can see, understand and trust.",46.0,27,True,others,1.0,,agentscope-ai/agentscope,81.0,81.0
2,brainflow,brainflow-dev/brainflow,https://github.com/brainflow-dev/brainflow,https://github.com/brainflow-dev/brainflow,,2018-07-15 12:42:26,2026-03-14 07:58:52,2026-03-14 07:58:52,1410.0,13.0,371.0,29.0,463.0,19.0,250.0,1626.0,2026-02-28 11:26:40,5.21.0,256765.0,3378.0,100.0,"BrainFlow is a library intended to obtain, parse and analyze EEG, EMG, ECG and other kinds of data from biosensors.",61.0,26,False,others,1.0,,,24.0,24.0
3,ChatDev,OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,https://github.com/OpenBMB/ChatDev,Apache-2.0,2023-08-28 02:18:13,2026-03-19 00:52:00,2026-03-19 00:52:00,157.0,157.0,3882.0,349.0,270.0,33.0,276.0,31730.0,2026-01-22 06:19:16,2.1.0,238.0,7.0,11.0,ChatDev 2.0: Dev All through LLM-powered Multi-Agent Collaboration.,13.0,25,True,others,1.0,3.0,,,
4,tpot,EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,https://github.com/EpistasisLab/tpot,LGPL-3.0,2015-11-03 21:08:40,2025-09-11 21:32:19,2025-09-11 21:30:34,551.0,,1540.0,273.0,447.0,297.0,647.0,10046.0,2025-07-03 21:13:56,1.1.0,,,32.0,A Python Automated Machine Learning tool that optimizes machine learning pipelines using genetic programming.,10.0,25,True,others,1.0,,,3592.0,3592.0
5,deap,DEAP/deap,https://github.com/DEAP/deap,https://github.com/DEAP/deap,LGPL-3.0,2014-05-21 20:07:39,2025-11-16 12:51:26,2025-11-16 12:51:26,2360.0,,1136.0,186.0,245.0,237.0,291.0,6352.0,,,,,,Distributed Evolutionary Algorithms in Python.,92.0,25,True,others,1.0,,,6976.0,6976.0
6,malmo,microsoft/malmo,https://github.com/microsoft/malmo,https://github.com/microsoft/malmo,MIT,2016-05-17 14:58:40,2025-09-03 13:10:21,2025-09-03 13:10:00,1772.0,,587.0,253.0,234.0,166.0,546.0,4253.0,2018-11-06 09:13:55,0.36.0,45765.0,387.0,21.0,Project Malmo is a platform for Artificial Intelligence experimentation and research built on top of Minecraft. We aim..,36.0,25,True,others,1.0,,,35.0,35.0
7,pymoo,anyoptimization/pymoo,https://github.com/anyoptimization/pymoo,https://github.com/anyoptimization/pymoo,Apache-2.0,2017-09-19 21:52:39,2026-02-22 19:42:48,2026-02-22 19:42:48,1073.0,2.0,454.0,30.0,139.0,9.0,476.0,2814.0,2025-11-25 03:17:50,0.6.1.6,,,15.0,"NSGA2, NSGA3, R-NSGA3, MOEAD, Genetic Algorithms (GA), Differential Evolution (DE), CMAES, PSO.",74.0,24,True,others,1.0,-2.0,,2002.0,2002.0
8,gplearn,trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,https://github.com/trevorstephens/gplearn,BSD-3-Clause,2015-03-26 01:01:14,2026-01-10 21:16:42,2026-01-10 21:16:42,170.0,7.0,311.0,52.0,95.0,16.0,202.0,1819.0,2026-01-07 06:59:11,0.4.3,,,2.0,"Genetic Programming in Python, with a scikit-learn inspired API.",13.0,24,True,others,1.0,3.0,,736.0,736.0
9,concordia,google-deepmind/concordia,https://github.com/google-deepmind/concordia,https://github.com/google-deepmind/concordia,Apache-2.0,2023-11-21 13:34:11,2026-03-18 15:22:57,2026-03-18 15:22:10,1245.0,132.0,269.0,20.0,169.0,9.0,81.0,1276.0,2026-03-06 19:05:19,2.4.0,,,28.0,A library for generative social simulation.,41.0,24,True,others,1.0,,,16.0,16.0
10,mealpy,thieu1995/mealpy,https://github.com/thieu1995/mealpy,https://github.com/thieu1995/mealpy,MIT,2020-03-16 10:16:54,2026-02-28 16:49:25,2026-02-28 16:49:16,1928.0,8.0,252.0,17.0,65.0,38.0,170.0,1165.0,2025-08-16 23:49:54,3.0.3,,,58.0,A Collection Of The State-of-the-art Metaheuristic Algorithms In Python (Metaheuristic/Optimizer/Nature-..,26.0,24,True,others,1.0,,,195.0,195.0
11,pycma,CMA-ES/pycma,https://github.com/CMA-ES/pycma,https://github.com/CMA-ES/pycma,,2016-09-22 13:55:01,2026-02-25 22:20:08,2026-02-25 22:13:16,1066.0,58.0,193.0,15.0,33.0,89.0,227.0,1287.0,2026-02-25 22:18:16,r4.4.4,,,20.0,Python implementation of CMA-ES.,17.0,23,False,others,1.0,,,3036.0,3036.0
12,Gradient-Free-Optimizers,SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,https://github.com/SimonBlanke/Gradient-Free-Optimizers,MIT,2020-04-04 06:35:55,2026-03-15 11:57:44,2026-03-15 11:13:48,1286.0,274.0,92.0,19.0,25.0,17.0,44.0,1262.0,2026-03-15 11:57:44,1.11.1,98.0,1.0,15.0,"Lightweight optimization with local, global, population-based and sequential techniques across mixed search spaces.",10.0,23,True,others,1.0,5.0,,45.0,45.0
13,scikit-opt,guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,https://github.com/guofei9987/scikit-opt,MIT,2017-12-05 10:20:41,2025-08-31 01:15:56,2025-08-31 01:15:50,344.0,,1079.0,52.0,35.0,69.0,113.0,6391.0,2021-06-28 12:45:52,0.6.5,,,20.0,"Genetic Algorithm, Particle Swarm Optimization, Simulated Annealing, Ant Colony Optimization Algorithm,Immune..",24.0,22,True,others,1.0,,,282.0,282.0
14,mindcraft,kolbytn/mindcraft,https://github.com/mindcraft-bots/mindcraft,https://github.com/mindcraft-bots/mindcraft,MIT,2023-08-16 06:39:59,2026-03-19 18:54:27,2026-03-19 18:54:27,1629.0,21.0,697.0,63.0,364.0,96.0,264.0,4927.0,2025-09-20 22:04:25,0.1.3,,,4.0,Minecraft AI with LLMs+Mineflayer.,61.0,22,True,others,1.0,-2.0,mindcraft-bots/mindcraft,,
15,mindspore,mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,https://github.com/mindspore-ai/mindspore,Apache-2.0,2020-02-11 08:43:48,2024-07-29 01:48:05,2024-07-28 23:35:15,83896.0,,728.0,149.0,46.0,192.0,114.0,4681.0,,,,,,"MindSpore is a new open source deep learning training/inference framework that could be used for mobile, edge and..",1628.0,22,False,others,1.0,,,,
16,hivemind,learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,https://github.com/learning-at-home/hivemind,MIT,2020-02-27 13:50:19,2026-01-11 21:13:45,2026-01-04 23:36:23,599.0,1.0,214.0,55.0,495.0,69.0,107.0,2404.0,2026-01-03 07:41:24,1.1.12,,,27.0,Decentralized deep learning in PyTorch. Built to train models on thousands of volunteers across the world.,34.0,22,True,others,1.0,,,132.0,132.0
17,evox,EMI-Group/evox,https://github.com/EMI-Group/evox,https://github.com/EMI-Group/evox,GPL-3.0,2022-07-27 03:11:41,2026-03-19 02:42:31,2026-02-08 11:40:59,2239.0,4.0,282.0,111.0,209.0,2.0,31.0,2036.0,2025-11-06 13:16:41,1.3.0,,,27.0,Distributed GPU-Accelerated Framework for Evolutionary Computation. Comprehensive Library of Evolutionary Algorithms &..,28.0,22,True,others,1.0,,,12.0,12.0
18,pyswarms,ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,https://github.com/ljvmiranda921/pyswarms,MIT,2017-07-12 12:04:45,2024-08-06 17:18:34,2023-06-06 09:46:40,415.0,,336.0,39.0,303.0,33.0,200.0,1387.0,2020-11-14 05:18:38,.1.2.0,,,15.0,A research toolkit for particle swarm optimization in Python.,45.0,22,False,others,1.0,,,596.0,596.0
19,ck,mlcommons/ck,https://github.com/mlcommons/ck,https://github.com/mlcommons/ck,Apache-2.0,2014-11-05 17:14:43,2026-03-12 00:23:17,2025-09-13 15:41:35,8685.0,,119.0,45.0,907.0,11.0,496.0,643.0,2025-03-13 15:31:04,cmx-v4.1.4,,,100.0,"Collective Knowledge (CK), Collective Mind (CM/CMX) and MLPerf automations: community-driven projects to facilitate..",35.0,22,True,others,1.0,,,120.0,120.0
20,jMetalPy,jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,https://github.com/jMetal/jMetalPy,MIT,2017-01-18 10:25:58,2026-03-19 16:50:46,2026-03-19 16:50:33,1371.0,47.0,148.0,20.0,72.0,10.0,105.0,592.0,2025-10-29 14:45:53,1.9.0,106.0,1.0,10.0,A framework for single/multi-objective optimization with metaheuristics.,35.0,22,True,others,1.0,,,105.0,105.0
21,nengo,nengo/nengo,https://github.com/nengo/nengo,https://github.com/nengo/nengo,,2013-04-20 18:46:06,2025-05-29 23:09:49,2025-05-29 23:09:36,1776.0,,190.0,74.0,928.0,123.0,650.0,911.0,2023-11-17 15:28:21,4.0.0,,,21.0,A Python library for creating and simulating large-scale brain models.,44.0,21,False,others,1.0,,,267.0,267.0
22,NiaPy,NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,https://github.com/NiaOrg/NiaPy,MIT,2018-02-06 11:25:36,2026-03-03 15:00:06,2026-02-24 20:31:32,1565.0,8.0,83.0,9.0,648.0,2.0,102.0,275.0,2026-02-06 12:47:26,2.7.0,,,37.0,Python microframework for building nature-inspired algorithms. Official docs: https://niapy.org.,38.0,21,True,others,1.0,,,111.0,111.0
23,NIR,neuromorphs/NIR,https://github.com/neuromorphs/NIR,https://github.com/neuromorphs/NIR,BSD-3-Clause,2023-07-01 20:27:43,2026-03-16 03:28:04,2026-03-09 19:07:54,292.0,13.0,33.0,10.0,135.0,14.0,40.0,155.0,2025-11-04 10:23:36,1.0.7,,,15.0,Neuromorphic Intermediate Representation reference implementation.,22.0,21,True,others,1.0,2.0,,107.0,107.0
24,geatpy,geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,https://github.com/geatpy-dev/geatpy,LGPL-3.0,2018-08-23 13:26:31,2026-02-05 13:54:05,2026-02-05 13:54:05,418.0,14.0,723.0,44.0,11.0,162.0,219.0,2120.0,2022-01-09 08:11:32,2.7.0,5386.0,107.0,2.0,Evolutionary algorithm toolbox and framework with high performance for Python.,9.0,20,True,others,2.0,,,,
25,HEBO,huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,https://github.com/huawei-noah/HEBO,,2021-09-10 06:02:05,2026-01-31 14:04:23,2025-11-27 10:31:46,297.0,,456.0,228.0,52.0,20.0,43.0,2725.0,,,,,1.0,Bayesian optimisation & Reinforcement Learning library developed by Huawei Noahs Ark Lab.,28.0,19,False,others,2.0,,,173.0,173.0
26,vizier,google/vizier,https://github.com/google/vizier,https://github.com/google/vizier,Apache-2.0,2022-02-16 20:48:16,2026-02-17 15:58:17,2026-02-17 15:57:03,1230.0,8.0,110.0,23.0,1250.0,,44.0,1633.0,2025-02-01 16:38:21,0.1.24,,,42.0,"Python-based research interface for blackbox and hyperparameter optimization, based on the internal Google Vizier..",27.0,19,True,others,2.0,,,,
27,FEDOT,aimclub/FEDOT,https://github.com/aimclub/FEDOT,https://github.com/aimclub/FEDOT,BSD-3-Clause,2020-01-13 12:48:37,2026-03-19 15:33:06,2026-02-09 10:39:23,941.0,1.0,91.0,9.0,819.0,71.0,506.0,704.0,2025-03-10 12:44:37,0.7.5,,,19.0,Automated modeling and machine learning framework FEDOT.,40.0,19,True,others,2.0,,,65.0,65.0
28,Platypus,Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,https://github.com/Project-Platypus/Platypus,GPL-3.0,2015-10-09 19:19:17,2026-01-21 16:26:07,2026-01-21 16:26:05,411.0,2.0,159.0,19.0,85.0,,177.0,647.0,2024-10-07 02:27:36,1.4.1,24.0,0.0,10.0,A Free and Open Source Python Library for Multiobjective Optimization.,21.0,19,True,others,2.0,,,252.0,252.0
29,sotopia,sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,https://github.com/sotopia-lab/sotopia,MIT,2023-10-23 19:47:26,2026-01-23 15:53:28,2026-01-07 04:30:36,352.0,4.0,41.0,3.0,256.0,5.0,76.0,285.0,2025-12-07 20:21:27,0.1.5,,,17.0,Sotopia: an Open-ended Social Learning Environment (ICLR 2024 spotlight).,21.0,19,True,others,2.0,,,13.0,13.0
30,pyribs,icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,https://github.com/icaros-usc/pyribs,MIT,2020-09-10 07:47:17,2026-03-12 08:07:36,2026-03-12 08:07:35,638.0,4.0,45.0,10.0,557.0,11.0,119.0,255.0,2025-12-18 11:58:20,0.9.0,,,19.0,A bare-bones Python library for quality diversity optimization.,18.0,19,True,others,2.0,,,76.0,76.0
31,ann-benchmarks,erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,https://github.com/erikbern/ann-benchmarks,MIT,2015-05-28 13:21:43,2025-06-10 02:05:22,2025-06-10 02:05:22,1585.0,,838.0,117.0,373.0,92.0,156.0,5618.0,,,,,,Benchmarks of approximate nearest neighbor libraries in Python.,112.0,18,True,others,2.0,,,,
32,triangula,rh12503/triangula,https://github.com/rh12503/triangula,https://github.com/rh12503/triangula,MIT,2021-04-02 12:38:24,2026-03-14 05:17:54,2021-09-02 02:11:07,100.0,,119.0,39.0,3.0,8.0,13.0,3885.0,2021-05-21 12:57:14,1.2.0,6800.0,115.0,5.0,Generate high-quality triangulated and polygonal art from images.,3.0,18,False,others,2.0,,,11.0,11.0
33,GeneticAlgorithmPython,ahmedfgad/GeneticAlgorithmPython,https://github.com/ahmedfgad/GeneticAlgorithmPython,https://github.com/ahmedfgad/GeneticAlgorithmPython,BSD-3-Clause,2018-12-11 11:19:33,2025-07-09 02:24:02,2025-07-09 02:17:41,569.0,,494.0,26.0,113.0,101.0,74.0,2180.0,2025-07-09 02:24:03,3.5.0,1326.0,18.0,39.0,"Source code of PyGAD, a Python 3 library for building the genetic algorithm and training machine learning algorithms..",26.0,18,True,others,2.0,,,,
34,theseus,facebookresearch/theseus,https://github.com/facebookresearch/theseus,https://github.com/facebookresearch/theseus,MIT,2021-11-18 20:28:27,2025-01-16 17:47:06,2025-01-16 17:47:03,357.0,,141.0,34.0,427.0,78.0,121.0,2009.0,2024-09-11 17:13:49,0.2.2,,,10.0,A library for differentiable nonlinear optimization.,27.0,18,False,others,2.0,,,7.0,7.0
35,evo,evo-design/evo,https://github.com/evo-design/evo,https://github.com/evo-design/evo,Apache-2.0,2024-02-17 19:11:33,2026-02-16 17:51:06,2026-02-16 17:51:06,55.0,2.0,175.0,26.0,36.0,39.0,40.0,1489.0,2026-02-16 17:50:14,0.5,,,7.0,Biological foundation modeling from molecular to genome scale.,10.0,18,True,others,2.0,,,11.0,11.0
36,minerl,minerllabs/minerl,https://github.com/minerllabs/minerl,https://github.com/minerllabs/minerl,,2019-04-23 16:55:21,2025-01-22 20:22:41,2025-01-22 20:22:40,797.0,,165.0,19.0,307.0,229.0,273.0,926.0,2023-08-23 21:30:19,1.0.2,,,7.0,MineRL Competition for Sample Efficient Reinforcement Learning - Python Package.,48.0,18,False,others,2.0,,,165.0,165.0
37,pagmo2,esa/pagmo2,https://github.com/esa/pagmo2,https://github.com/esa/pagmo2,GPL-3.0,2017-01-08 21:53:43,2025-10-28 07:21:23,2025-10-28 07:21:23,4647.0,,171.0,34.0,330.0,51.0,200.0,911.0,2024-08-09 18:47:03,2.19.1,,,26.0,A C++ platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,61.0,18,True,others,2.0,,,,
38,sklearn-deap,rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,https://github.com/rsteca/sklearn-deap,MIT,2015-10-28 22:52:34,2024-02-10 07:16:54,2021-07-30 15:06:27,104.0,,125.0,27.0,29.0,20.0,34.0,772.0,2021-07-30 15:07:28,0.3.0,,,14.0,Use evolutionary algorithms instead of gridsearch in scikit-learn.,23.0,18,False,others,2.0,,,51.0,51.0
39,eaopt,MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,https://github.com/MaxHalford/eaopt,MIT,2016-01-31 00:04:52,2025-01-27 08:06:47,2025-01-27 08:06:47,351.0,,95.0,30.0,36.0,8.0,15.0,907.0,2017-11-28 19:51:38,0.4.1,,,9.0,"Evolutionary optimization library for Go (genetic algorithm, partical swarm optimization, differential evolution).",18.0,17,False,others,2.0,,,59.0,59.0
40,Sklearn-genetic-opt,rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,https://github.com/rodrigo-arenas/Sklearn-genetic-opt,MIT,2020-01-18 19:16:48,2025-09-13 23:47:19,2025-09-13 23:47:19,544.0,,89.0,8.0,111.0,1.0,66.0,356.0,2025-07-23 16:49:01,0.12.0,,,19.0,"ML hyperparameters tuning and features selection, using evolutionary algorithms.",20.0,17,True,others,2.0,,,71.0,71.0
41,ngc-learn,NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,https://github.com/NACLab/ngc-learn,BSD-3-Clause,2022-04-19 21:20:05,2026-03-16 22:42:42,2026-03-16 22:42:41,1298.0,6.0,32.0,5.0,123.0,3.0,11.0,178.0,2025-12-06 20:27:32,3.0.0,,,9.0,NGC-Learn: Neurobiological Systems Simulation and NeuroAI Design in Python.,12.0,17,True,others,2.0,,,8.0,8.0
42,Lenia,Chakazul/Lenia,https://github.com/Chakazul/Lenia,https://github.com/Chakazul/Lenia,MIT,2018-02-25 05:51:46,2024-07-19 08:43:34,2022-03-15 17:08:40,174.0,,240.0,91.0,13.0,4.0,11.0,3744.0,2020-10-14 17:52:12,3.5,1930.0,29.0,2.0,Lenia - Mathematical Life Forms.,9.0,16,False,others,2.0,,,,
43,dreamerv3,danijar/dreamerv3,https://github.com/danijar/dreamerv3,https://github.com/danijar/dreamerv3,MIT,2023-01-14 12:08:18,2025-09-23 18:25:06,2025-09-23 18:25:02,30.0,,478.0,32.0,34.0,35.0,139.0,2946.0,,,,,,Mastering Diverse Domains through World Models.,10.0,16,True,others,2.0,,,10.0,10.0
44,PlatEMO,BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,https://github.com/BIMK/PlatEMO,,2018-10-12 14:25:39,2026-01-30 02:56:25,2026-01-30 02:56:25,376.0,4.0,513.0,49.0,61.0,87.0,38.0,2064.0,2026-01-30 01:55:02,4.14,1176.0,13.0,33.0,Evolutionary multi-objective optimization platform.,13.0,16,False,others,2.0,,,,
45,evosax,RobertTLange/evosax,https://github.com/RobertTLange/evosax,https://github.com/RobertTLange/evosax,Apache-2.0,2020-12-30 14:14:37,2025-09-20 21:39:08,2025-08-18 14:26:48,365.0,,59.0,8.0,51.0,4.0,47.0,739.0,2025-03-11 10:33:55,.0.2.0,,,17.0,Evolution Strategies in JAX.,11.0,16,True,others,2.0,,,189.0,189.0
46,cmaes,CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,https://github.com/CyberAgentAILab/cmaes,MIT,2020-01-30 20:13:13,2026-02-10 16:57:15,2026-02-10 16:57:14,547.0,12.0,72.0,12.0,169.0,10.0,33.0,486.0,2025-07-23 07:08:13,0.12.0,400.0,5.0,20.0,Python library for CMA Evolution Strategy.,10.0,16,True,others,2.0,,,,
47,QDax,adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,https://github.com/adaptive-intelligent-robotics/QDax,MIT,2022-02-11 15:48:57,2025-10-30 09:19:48,2025-10-30 09:19:48,279.0,,51.0,6.0,150.0,22.0,71.0,344.0,2025-05-27 15:18:35,0.5.0,,,9.0,Accelerated Quality-Diversity.,18.0,16,True,others,2.0,,,23.0,23.0
48,craftium,mikelma/craftium,https://github.com/mikelma/craftium,https://github.com/mikelma/craftium,,2024-06-04 14:48:25,2026-02-17 09:25:57,2026-02-17 09:25:19,12986.0,7.0,16.0,5.0,8.0,10.0,12.0,168.0,2025-06-04 10:58:19,0.0.1,199.0,22.0,1.0,"A framework for creating rich, 3D, Minecraft-like single and multi-agent environments for AI research. (Accepted at..",1132.0,16,False,others,2.0,,,,
49,optunahub,optuna/optunahub,https://github.com/optuna/optunahub,https://github.com/optuna/optunahub,MIT,2024-04-18 08:23:00,2026-03-02 04:29:55,2026-03-02 04:29:55,353.0,21.0,14.0,1.0,118.0,2.0,7.0,55.0,2025-11-10 05:35:15,0.4.0,,,7.0,Python library to use and implement packages in OptunaHub.,12.0,16,False,others,2.0,,,56.0,56.0
50,propulate,Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,https://github.com/Helmholtz-AI-Energy/propulate,BSD-3-Clause,2022-05-24 08:19:12,2026-03-16 22:47:46,2026-03-12 08:44:20,1081.0,36.0,8.0,3.0,66.0,65.0,63.0,45.0,2024-06-08 06:31:25,1.2.2,,,4.0,Propulate is an asynchronous population-based optimization algorithm and software package for global optimization and..,26.0,16,False,others,2.0,,,4.0,4.0
51,evotorch,nnaisense/evotorch,https://github.com/nnaisense/evotorch,https://github.com/nnaisense/evotorch,Apache-2.0,2022-08-08 18:03:06,2026-03-16 20:03:40,2025-05-14 17:08:51,80.0,,76.0,13.0,78.0,12.0,34.0,1125.0,2025-05-14 17:10:24,0.6.1,,,10.0,"Advanced evolutionary computation library built directly on top of PyTorch, created at NNAISENSE.",6.0,15,True,others,2.0,,,,
52,OpenELM,CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,https://github.com/CarperAI/OpenELM,MIT,2022-09-03 12:53:16,2023-11-15 11:36:05,2023-10-21 16:25:10,124.0,,91.0,23.0,64.0,6.0,5.0,737.0,2023-03-08 01:35:37,0.2.1,,,6.0,Evolution Through Large Models.,9.0,15,False,others,2.0,,,15.0,15.0
53,swarmlib,HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,https://github.com/HaaLeo/swarmlib,BSD-3-Clause,2018-11-04 16:47:18,2020-12-16 20:47:50,2020-12-16 20:46:22,246.0,,108.0,9.0,20.0,12.0,13.0,570.0,2020-12-16 20:49:37,0.14.1,323.0,3.0,23.0,This repository implements several swarm optimization algorithms and visualizes them. Implemented algorithms: Particle..,7.0,15,False,others,2.0,,,24.0,24.0
54,crafter,danijar/crafter,https://github.com/danijar/crafter,https://github.com/danijar/crafter,MIT,2021-03-10 00:37:31,2024-01-23 23:33:05,2023-12-13 20:12:42,161.0,,83.0,8.0,8.0,9.0,17.0,528.0,,,,,,Benchmarking the Spectrum of Agent Capabilities.,4.0,15,False,others,2.0,,,259.0,259.0
55,pypop,Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,https://github.com/Evolutionary-Intelligence/pypop,GPL-3.0,2021-01-26 14:55:43,2026-02-17 12:03:42,2026-02-17 12:03:42,9274.0,63.0,39.0,5.0,458.0,3.0,9.0,278.0,,,,,,"[JMLR (CCF-A)] PyPop7: A Pure-PYthon LibrarY for POPulation-based Black-Box Optimization (BBO), especially *Large-..",16.0,15,True,others,2.0,,,,
56,evogym,EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,https://github.com/EvolutionGym/evogym,MIT,2022-01-26 17:56:55,2025-06-08 16:55:20,2025-06-05 21:49:50,63.0,,41.0,8.0,21.0,5.0,29.0,245.0,2024-08-10 18:55:41,2.0.0,,,2.0,"A large-scale benchmark for co-optimizing the design and control of soft robots, as seen in NeurIPS 2021.",3.0,15,True,others,2.0,,,15.0,15.0
57,fast-cma-es,dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,https://github.com/dietmarwo/fast-cma-es,MIT,2020-01-14 12:22:14,2026-03-19 12:16:04,2026-03-19 12:15:41,1133.0,28.0,20.0,2.0,9.0,6.0,15.0,155.0,,,,,,A Python 3 gradient-free optimization library.,6.0,15,True,others,2.0,,,83.0,83.0
58,opytimizer,gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,https://github.com/gugarosa/opytimizer,Apache-2.0,2017-11-01 16:04:01,2026-02-16 12:01:50,2026-02-16 12:01:46,825.0,4.0,42.0,11.0,18.0,,,632.0,2024-08-18 17:09:46,3.1.4,,,28.0,Opytimizer is a Python library consisting of meta-heuristic optimization algorithms.,4.0,14,True,others,2.0,,,,
59,pygmo2,esa/pygmo2,https://github.com/esa/pygmo2,https://github.com/esa/pygmo2,MPL-2.0,2020-01-07 09:22:45,2024-08-10 11:03:52,2024-08-10 11:03:52,607.0,,66.0,8.0,64.0,44.0,59.0,522.0,2024-08-09 18:53:13,2.19.7,,,14.0,A Python platform to perform parallel computations of optimisation tasks (global and local) via the asynchronous..,10.0,14,False,others,2.0,,,,
60,EvoloPy,7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,https://github.com/7ossam81/EvoloPy,Apache-2.0,2016-05-18 11:03:21,2025-04-21 12:24:58,2025-04-21 12:24:57,243.0,,232.0,23.0,36.0,24.0,22.0,498.0,,,,,,EvoloPy toolbox provides classical and recent nature-inspired metaheuristic for the global optimization.,12.0,14,True,others,2.0,,,,
61,Craftax,MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,https://github.com/MichaelTMatthews/Craftax,MIT,2024-02-02 10:56:30,2026-02-10 18:04:12,2026-02-10 18:04:12,97.0,2.0,43.0,4.0,27.0,2.0,20.0,381.0,2025-07-07 02:46:10,1.5.0,,,13.0,(Crafter + NetHack) in JAX. ICML 2024 Spotlight.,11.0,14,True,others,2.0,,,41.0,41.0
62,xland-minigrid,corl-team/xland-minigrid,https://github.com/dunnolab/xland-minigrid,https://github.com/dunnolab/xland-minigrid,Apache-2.0,2023-12-01 17:14:25,2025-12-16 15:58:31,2025-12-16 15:56:07,70.0,,27.0,10.0,31.0,3.0,21.0,326.0,2025-12-16 15:22:51,0.9.2,,,7.0,JAX-accelerated Meta-Reinforcement Learning Environments Inspired by XLand and MiniGrid.,9.0,14,True,others,2.0,,dunnolab/xland-minigrid,,
63,cellpylib,lantunes/cellpylib,https://github.com/lantunes/cellpylib,https://github.com/lantunes/cellpylib,Apache-2.0,2018-03-24 16:33:15,2023-02-21 12:34:45,2023-02-21 12:34:28,183.0,,36.0,7.0,10.0,7.0,19.0,249.0,,,,,,"A library for working with Cellular Automata, for Python.",3.0,14,False,others,2.0,,,50.0,50.0
64,CleverAlgorithms,clever-algorithms/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,https://github.com/Jason2Brownlee/CleverAlgorithms,,2010-01-02 01:57:17,2024-12-20 03:55:29,2024-12-20 03:55:25,1703.0,,303.0,108.0,14.0,,,2108.0,,,,,,Clever Algorithms: Nature-Inspired Programming Recipes.,9.0,13,False,others,2.0,,Jason2Brownlee/CleverAlgorithms,,
