,name,github_id,github_url,homepage,license,created_at,updated_at,last_commit_pushed_at,commit_count,recent_commit_count,fork_count,watchers_count,pr_count,open_issue_count,closed_issue_count,star_count,latest_stable_release_published_at,latest_stable_release_number,release_count,description,dependent_project_count,github_dependent_project_count,contributor_count,projectrank,show,category,projectrank_placing
0,TensorFlow,tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,https://github.com/tensorflow/tensorflow,Apache-2.0,2015-11-07 01:19:20,2024-07-27 16:09:57,2024-07-27 11:12:20,167548,3967,72503,7617,32439,1874,37672,184306,2024-07-11 16:28:57,2.17.0,100,An Open Source Machine Learning Framework for Everyone.,393142,393142,4648,49,True,others,1
